# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
   27.846482471    0.029769700    0.029770163    0.029769787
   27.896564274    0.031300783    0.031301242    0.031300868
   27.946646077    0.033133097    0.033133554    0.033133182
   27.996727880    0.035820729    0.035821183    0.035820814
   28.046809683    0.039906722    0.039907174    0.039906809
   28.096891486    0.043663389    0.043663836    0.043663476
   28.146973289    0.045603821    0.045604263    0.045603905
   28.197055092    0.049323127    0.049323564    0.049323207
   28.247136895    0.053268846    0.053269276    0.053268923
   28.297218698    0.052674647    0.052675074    0.052674723
   28.347300501    0.050565885    0.050566312    0.050565961
   28.397382304    0.049737134    0.049737559    0.049737208
   28.447464107    0.047894057    0.047894479    0.047894129
   28.497545910    0.044230492    0.044230911    0.044230562
   28.547627713    0.041004048    0.041004463    0.041004117
   28.597709516    0.040715989    0.040716402    0.040716059
   28.647791319    0.040800459    0.040800870    0.040800531
   28.697873122    0.039967266    0.039967674    0.039967340
   28.747954925    0.041501855    0.041502260    0.041501930
   28.798036728    0.043140480    0.043140882    0.043140554
   28.848118531    0.043133418    0.043133816    0.043133491
   28.898200334    0.044883704    0.044884097    0.044883777
   28.948282137    0.047611141    0.047611528    0.047611215
   28.998363940    0.046295663    0.046296046    0.046295735
   29.048445743    0.042580616    0.042580997    0.042580686
   29.098527546    0.039595186    0.039595560    0.039595252
   29.148609349    0.037706311    0.037706678    0.037706373
   29.198691152    0.036473970    0.036474334    0.036474031
   29.248772955    0.036695844    0.036696206    0.036695903
   29.298854758    0.037352438    0.037352798    0.037352495
   29.348936561    0.039191136    0.039191492    0.039191191
   29.399018364    0.043684023    0.043684372    0.043684076
   29.449100167    0.048923476    0.048923822    0.048923529
   29.499181970    0.051936097    0.051936440    0.051936149
   29.549263773    0.053379394    0.053379734    0.053379444
   29.599345576    0.055262721    0.055263057    0.055262767
   29.649427379    0.056234688    0.056235021    0.056234732
   29.699509182    0.055753268    0.055753599    0.055753313
   29.749590985    0.055132328    0.055132655    0.055132375
   29.799672788    0.053327117    0.053327441    0.053327165
   29.849754591    0.051555237    0.051555560    0.051555284
   29.899836394    0.048674989    0.048675308    0.048675035
   29.949918197    0.045949768    0.045950082    0.045949815
   30.000000000    0.044136108    0.044136420    0.044136154
