# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
   27.846482471    1.236644016    1.236706713    1.236656660
   27.896564274    1.235830383    1.235892879    1.235842987
   27.946646077    1.235020902    1.235083197    1.235033465
   27.996727880    1.234215544    1.234277641    1.234228068
   28.046809683    1.233414283    1.233476181    1.233426767
   28.096891486    1.232617091    1.232678791    1.232629535
   28.146973289    1.231823939    1.231885443    1.231836345
   28.197055092    1.231034802    1.231096110    1.231047169
   28.247136895    1.230249652    1.230310765    1.230261980
   28.297218698    1.229468463    1.229529382    1.229480752
   28.347300501    1.228691209    1.228751935    1.228703459
   28.397382304    1.227917863    1.227978396    1.227930075
   28.447464107    1.227148398    1.227208741    1.227160572
   28.497545910    1.226382791    1.226442943    1.226394927
   28.547627713    1.225621014    1.225680976    1.225633112
   28.597709516    1.224863043    1.224922817    1.224875103
   28.647791319    1.224108852    1.224168438    1.224120875
   28.697873122    1.223358417    1.223417816    1.223370403
   28.747954925    1.222611713    1.222670926    1.222623661
   28.798036728    1.221868715    1.221927742    1.221880627
   28.848118531    1.221129399    1.221188242    1.221141274
   28.898200334    1.220393741    1.220452400    1.220405579
   28.948282137    1.219661717    1.219720194    1.219673519
   28.998363940    1.218933303    1.218991598    1.218945069
   29.048445743    1.218208476    1.218266590    1.218220205
   29.098527546    1.217487213    1.217545146    1.217498906
   29.148609349    1.216769489    1.216827243    1.216781147
   29.198691152    1.216055283    1.216112858    1.216066905
   29.248772955    1.215344572    1.215401968    1.215356158
   29.298854758    1.214637332    1.214694552    1.214648882
   29.348936561    1.213933542    1.213990585    1.213945057
   29.399018364    1.213233179    1.213290046    1.213244659
   29.449100167    1.212536221    1.212592914    1.212547666
   29.499181970    1.211842646    1.211899165    1.211854057
   29.549263773    1.211152433    1.211208779    1.211163809
   29.599345576    1.210465560    1.210521733    1.210476901
   29.649427379    1.209782006    1.209838007    1.209793313
   29.699509182    1.209101749    1.209157579    1.209113022
   29.749590985    1.208424768    1.208480429    1.208436007
   29.799672788    1.207751043    1.207806534    1.207762248
   29.849754591    1.207080553    1.207135876    1.207091725
   29.899836394    1.206413278    1.206468432    1.206424416
   29.949918197    1.205749196    1.205804183    1.205760300
   30.000000000    1.205088288    1.205143109    1.205099359
