# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
   26.093619366   -0.681868642   -0.681868053   -0.681868892
   26.143701169   -0.678280301   -0.678279902   -0.678280566
   26.193782972   -0.681719818   -0.681719571   -0.681720130
   26.243864775   -0.671371561   -0.671371578   -0.671371914
   26.293946578   -0.615300765   -0.615301125   -0.615301184
   26.344028381   -0.545585012   -0.545585326   -0.545585211
   26.394110184   -0.490672394   -0.490672533   -0.490672374
   26.444191987   -0.480034966   -0.480034948   -0.480034620
   26.494273790   -0.478469373   -0.478469404   -0.478469036
   26.544355593   -0.457029823   -0.457030033   -0.457029977
   26.594437396   -0.381331142   -0.381331578   -0.381331526
   26.644519199   -0.336350306   -0.336350814   -0.336350604
   26.694601002   -0.344290067   -0.344290339   -0.344290271
   26.744682805   -0.388284121   -0.388284083   -0.388284255
   26.794764608   -0.398997744   -0.398997458   -0.398997737
   26.844846411   -0.393297723   -0.393297568   -0.393297999
   26.894928214   -0.435139648   -0.435139608   -0.435140192
   26.945010017   -0.459455205   -0.459454750   -0.459455631
   26.995091820   -0.420830701   -0.420830011   -0.420830913
   27.045173623   -0.419796706   -0.419796142   -0.419796744
   27.095255426   -0.488892779   -0.488892395   -0.488892856
   27.145337229   -0.511473003   -0.511472445   -0.511473089
   27.195419032   -0.489479770   -0.489479229   -0.489479705
   27.245500835   -0.479059535   -0.479058934   -0.479059005
   27.295582638   -0.480902082   -0.480901331   -0.480901285
   27.345664441   -0.496869525   -0.496869075   -0.496869203
   27.395746244   -0.516082606   -0.516082556   -0.516082804
   27.445828047   -0.465384440   -0.465384489   -0.465384596
   27.495909850   -0.414772684   -0.414772744   -0.414773212
   27.545991653   -0.452271053   -0.452270902   -0.452271767
   27.596073456   -0.465402809   -0.465402461   -0.465403260
   27.646155259   -0.476400890   -0.476400556   -0.476401261
   27.696237062   -0.477695611   -0.477695150   -0.477695733
   27.746318865   -0.411442107   -0.411441688   -0.411442285
   27.796400668   -0.326043408   -0.326043054   -0.326043790
   27.846482471   -0.279905832   -0.279905507   -0.279906355
   27.896564274   -0.285625354   -0.285625254   -0.285626098
   27.946646077   -0.372548479   -0.372548610   -0.372549376
   27.996727880   -0.420587886   -0.420587755   -0.420588391
   28.046809683   -0.383570041   -0.383569844   -0.383570481
   28.096891486   -0.343777619   -0.343777311   -0.343778052
   28.146973289   -0.292735879   -0.292735460   -0.292736184
   28.197055092   -0.258144636   -0.258144404   -0.258145042
   28.247136895   -0.275333034   -0.275332685   -0.275333327
   28.297218698   -0.325870402   -0.325869987   -0.325870543
   28.347300501   -0.359946355   -0.359946174   -0.359946527
   28.397382304   -0.333795000   -0.333794926   -0.333795175
   28.447464107   -0.320562032   -0.320561712   -0.320562130
   28.497545910   -0.320966479   -0.320965825   -0.320966478
   28.547627713   -0.308747698   -0.308746816   -0.308747517
   28.597709516   -0.291667259   -0.291666294   -0.291667354
   28.647791319   -0.283793967   -0.283792946   -0.283794203
   28.697873122   -0.298842783   -0.298841993   -0.298842935
   28.747954925   -0.347503166   -0.347502417   -0.347502817
   28.798036728   -0.325282235   -0.325281574   -0.325281770
   28.848118531   -0.305787017   -0.305786479   -0.305786574
   28.898200334   -0.332304610   -0.332303934   -0.332303935
   28.948282137   -0.330756251   -0.330755446   -0.330755479
   28.998363940   -0.338159856   -0.338159095   -0.338159187
   29.048445743   -0.322519764   -0.322519277   -0.322519281
   29.098527546   -0.310841489   -0.310841200   -0.310841337
   29.148609349   -0.337114515   -0.337113906   -0.337114134
   29.198691152   -0.330816274   -0.330815459   -0.330815564
   29.248772955   -0.288816298   -0.288815623   -0.288815647
   29.298854758   -0.285182262   -0.285181853   -0.285181900
   29.348936561   -0.321783750   -0.321783357   -0.321783382
   29.399018364   -0.291255860   -0.291255417   -0.291255376
   29.449100167   -0.235628588   -0.235628085   -0.235627907
   29.499181970   -0.192363993   -0.192363533   -0.192363128
   29.549263773   -0.176909754   -0.176909718   -0.176909195
   29.599345576   -0.213285591   -0.213285742   -0.213285479
   29.649427379   -0.294122629   -0.294122758   -0.294122947
   29.699509182   -0.368810249   -0.368810086   -0.368810571
   29.749590985   -0.366117238   -0.366116967   -0.366117192
   29.799672788   -0.332492318   -0.332492023   -0.332491990
   29.849754591   -0.327871377   -0.327871051   -0.327871069
   29.899836394   -0.312592432   -0.312592022   -0.312592134
   29.949918197   -0.284123344   -0.284122800   -0.284123009
   30.000000000   -0.271207899   -0.271207446   -0.271208044
